C/C++ Syntax Analyzer with AST
==============================

Token: #include <stdio.h>   Type: PREPROCESSOR   
Token: ;                    Type: SEMICOLON      
Token: }                    Type: RBRACE         
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "(%d,%d) "           Type: STRING_LITERAL 
Token: ,                    Type: COMMA          
Token: i                    Type: IDENTIFIER     
Token: ,                    Type: COMMA          
Token: j                    Type: IDENTIFIER     
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: }                    Type: RBRACE         
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "\n"                 Type: STRING_LITERAL 
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: }                    Type: RBRACE         
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "\nTest 9: combined break and continue\n" Type: STRING_LITERAL 
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: for                  Type: KEYWORD        
Token: (                    Type: LPAREN         
Token: i                    Type: IDENTIFIER     
Token: =                    Type: ASSIGN         
Token: 0                    Type: INTEGER_CONSTANT
Token: ;                    Type: SEMICOLON      
Token: i                    Type: IDENTIFIER     
Token: <                    Type: RELATIONAL_OP  
Token: 20                   Type: INTEGER_CONSTANT
Token: ;                    Type: SEMICOLON      
Token: i                    Type: IDENTIFIER     
Token: =                    Type: ASSIGN         
Token: i                    Type: IDENTIFIER     
Token: +                    Type: ARITHMETIC_OP  
Token: 1                    Type: INTEGER_CONSTANT
Token: )                    Type: RPAREN         
Token: {                    Type: LBRACE         
Token: if                   Type: KEYWORD        
Token: (                    Type: LPAREN         
Token: i                    Type: IDENTIFIER     
Token: <                    Type: RELATIONAL_OP  
Token: 5                    Type: INTEGER_CONSTANT
Token: )                    Type: RPAREN         
Token: {                    Type: LBRACE         
Token: continue             Type: KEYWORD        
Token: ;                    Type: SEMICOLON      
Token: }                    Type: RBRACE         
Token: if                   Type: KEYWORD        
Token: (                    Type: LPAREN         
Token: i                    Type: IDENTIFIER     
Token: >                    Type: RELATIONAL_OP  
Token: 12                   Type: INTEGER_CONSTANT
Token: )                    Type: RPAREN         
Token: {                    Type: LBRACE         
Token: break                Type: KEYWORD        
Token: ;                    Type: SEMICOLON      
Token: }                    Type: RBRACE         
Token: if                   Type: KEYWORD        
Token: (                    Type: LPAREN         
Token: i                    Type: IDENTIFIER     
Token: ==                   Type: RELATIONAL_OP  
Token: 8                    Type: INTEGER_CONSTANT
Token: ||                   Type: LOGICAL_OP     
Token: i                    Type: IDENTIFIER     
Token: ==                   Type: RELATIONAL_OP  
Token: 10                   Type: INTEGER_CONSTANT
Token: )                    Type: RPAREN         
Token: {                    Type: LBRACE         
Token: continue             Type: KEYWORD        
Token: ;                    Type: SEMICOLON      
Token: }                    Type: RBRACE         
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "%d "                Type: STRING_LITERAL 
Token: ,                    Type: COMMA          
Token: i                    Type: IDENTIFIER     
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: }                    Type: RBRACE         
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "\n"                 Type: STRING_LITERAL 
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: return               Type: KEYWORD        
Token: 0                    Type: INTEGER_CONSTANT
Token: ;                    Type: SEMICOLON      
Token: }                    Type: RBRACE         

=== PARSING SUCCESSFUL ===

=== SEMANTIC ANALYSIS ===
=== SEMANTIC ANALYSIS STARTED ===
Line 8: WARNING: Assignment in loop condition - did you mean '=='?
Line 18: WARNING: Assignment in loop condition - did you mean '=='?
Line 58: WARNING: Assignment in loop condition - did you mean '=='?
Line 66: WARNING: Assignment in loop condition - did you mean '=='?
Line 77: WARNING: Assignment in loop condition - did you mean '=='?
Line 78: WARNING: Assignment in loop condition - did you mean '=='?
Line 89: WARNING: Assignment in loop condition - did you mean '=='?
Line 90: WARNING: Assignment in loop condition - did you mean '=='?
Line 101: WARNING: Assignment in loop condition - did you mean '=='?
=== SEMANTIC ANALYSIS COMPLETED ===
Found 0 semantic error(s)
Found 9 warning(s)

=== SYMBOL TABLE (ACTIVE SCOPES) ===
Scope 0:
  function 'main' : int (scope: 0, line: 116) [has_return]
 (scope: 0, line: 116) [has_return]
  constant 'NULL' : void* (scope: 0, line: 0)
 (scope: 0, line: 0)

 Semantic analysis passed with no errors.

=== CODE GENERATION ===

=== THREE ADDRESS CODE ===
main:
    param "Test 1: break in for loop\n"
    t0 = call printf, 1
    i = 0
L0:
    t1 = i < 10
    ifFalse t1 goto L1
    t2 = i == 5
    ifFalse t2 goto L3
    goto L1
L3:
    param "%d "
    param i
    t3 = call printf, 2
L2:
    t4 = i + 1
    i = t4
    goto L0
L1:
    param "\n"
    t5 = call printf, 1
    param "\nTest 2: continue in for loop\n"
    t6 = call printf, 1
    i = 0
L5:
    t7 = i < 10
    ifFalse t7 goto L6
    t8 = i == 3
    t9 = i == 7
    t10 = t8 || t9
    ifFalse t10 goto L8
    goto L7
L8:
    param "%d "
    param i
    t11 = call printf, 2
L7:
    t12 = i + 1
    i = t12
    goto L5
L6:
    param "\n"
    t13 = call printf, 1
    param "\nTest 3: break in while loop\n"
    t14 = call printf, 1
    i = 0
L10:
    t15 = i < 10
    ifFalse t15 goto L11
    t16 = i == 6
    ifFalse t16 goto L12
    goto L11
L12:
    param "%d "
    param i
    t17 = call printf, 2
    t18 = i + 1
    i = t18
    goto L10
L11:
    param "\n"
    t19 = call printf, 1
    param "\nTest 4: continue in while loop\n"
    t20 = call printf, 1
    i = 0
L14:
    t21 = i < 10
    ifFalse t21 goto L15
    t22 = i + 1
    i = t22
    t23 = i == 4
    t24 = i == 8
    t25 = t23 || t24
    ifFalse t25 goto L16
    goto L14
L16:
    param "%d "
    param i
    t26 = call printf, 2
    goto L14
L15:
    param "\n"
    t27 = call printf, 1
    param "\nTest 5: break in do-while\n"
    t28 = call printf, 1
    i = 0
L18:
    t29 = i == 4
    ifFalse t29 goto L21
    goto L20
L21:
    param "%d "
    param i
    t30 = call printf, 2
    t31 = i + 1
    i = t31
L19:
    t32 = i < 10
    if t32 goto L18
L20:
    param "\n"
    t33 = call printf, 1
    param "\nTest 6: continue in do-while\n"
    t34 = call printf, 1
    i = 0
L23:
    t35 = i + 1
    i = t35
    t36 = i == 2
    t37 = i == 6
    t38 = t36 || t37
    ifFalse t38 goto L26
    goto L24
L26:
    param "%d "
    param i
    t39 = call printf, 2
L24:
    t40 = i < 8
    if t40 goto L23
L25:
    param "\n"
    t41 = call printf, 1
    param "\nTest 7: nested loops with break\n"
    t42 = call printf, 1
    i = 0
L28:
    t43 = i < 3
    ifFalse t43 goto L29
    j = 0
L31:
    t44 = j < 5
    ifFalse t44 goto L32
    t45 = j == 3
    ifFalse t45 goto L34
    goto L32
L34:
    param "(%d,%d) "
    param i
    param j
    t46 = call printf, 3
L33:
    t47 = j + 1
    j = t47
    goto L31
L32:
    param "\n"
    t48 = call printf, 1
L30:
    t49 = i + 1
    i = t49
    goto L28
L29:
    param "\nTest 8: nested loops with continue\n"
    t50 = call printf, 1
    i = 0
L36:
    t51 = i < 3
    ifFalse t51 goto L37
    j = 0
L39:
    t52 = j < 5
    ifFalse t52 goto L40
    t53 = j == 2
    ifFalse t53 goto L42
    goto L41
L42:
    param "(%d,%d) "
    param i
    param j
    t54 = call printf, 3
L41:
    t55 = j + 1
    j = t55
    goto L39
L40:
    param "\n"
    t56 = call printf, 1
L38:
    t57 = i + 1
    i = t57
    goto L36
L37:
    param "\nTest 9: combined break and continue\n"
    t58 = call printf, 1
    i = 0
L44:
    t59 = i < 20
    ifFalse t59 goto L45
    t60 = i < 5
    ifFalse t60 goto L47
    goto L46
L47:
    t61 = i > 12
    ifFalse t61 goto L49
    goto L45
L49:
    t62 = i == 8
    t63 = i == 10
    t64 = t62 || t63
    ifFalse t64 goto L51
    goto L46
L51:
    param "%d "
    param i
    t65 = call printf, 2
L46:
    t66 = i + 1
    i = t66
    goto L44
L45:
    param "\n"
    t67 = call printf, 1
    return 0

Total instructions: 214

=== ABSTRACT SYNTAX TREE ===
TranslationUnit :  (line 1)
  Preprocessor : #include <stdio.h> (line 1)
  FunctionDefinition :  (line 116)
    DeclarationSpecifiers :  (line 3)
      TypeSpecifier : int (line 3)
    FunctionDeclarator :  (line 3)
      DirectDeclarator : main (line 3)
    CompoundStatement :  (line 116)
      BlockItemList :  (line 4)
        BlockItem :  (line 4)
          Declaration :  (line 4)
            DeclarationSpecifiers :  (line 4)
              TypeSpecifier : int (line 4)
            InitDeclaratorList :  (line 4)
              InitDeclarator :  (line 4)
                DirectDeclarator : i (line 4)
        BlockItem :  (line 7)
          ExpressionStatement :  (line 7)
            FunctionCall :  (line 7)
              Identifier : printf (line 7)
              ArgumentList :  (line 7)
                StringLiteral : "Test 1: break in for loop\n" (line 7)
        BlockItem :  (line 13)
          ForStatement :  (line 13)
            ForInitStatement :  (line 8)
              ExpressionStatement :  (line 8)
                AssignmentExpression : = (line 8)
                  Identifier : i (line 8)
                  Constant : 0 (line 8)
            ExpressionStatement :  (line 8)
              RelationalExpression : < (line 8)
                Identifier : i (line 8)
                Constant : 10 (line 8)
            AssignmentExpression : = (line 8)
              Identifier : i (line 8)
              AdditiveExpression : + (line 8)
                Identifier : i (line 8)
                Constant : 1 (line 8)
            CompoundStatement :  (line 13)
              BlockItemList :  (line 12)
                BlockItem :  (line 12)
                  IfStatement :  (line 12)
                    EqualityExpression : == (line 9)
                      Identifier : i (line 9)
                      Constant : 5 (line 9)
                    CompoundStatement :  (line 11)
                      BlockItemList :  (line 10)
                        BlockItem :  (line 10)
                          BreakStatement :  (line 10)
                BlockItem :  (line 12)
                  ExpressionStatement :  (line 12)
                    FunctionCall :  (line 12)
                      Identifier : printf (line 12)
                      ArgumentList :  (line 12)
                        StringLiteral : "%d " (line 12)
                        Identifier : i (line 12)
        BlockItem :  (line 14)
          ExpressionStatement :  (line 14)
            FunctionCall :  (line 14)
              Identifier : printf (line 14)
              ArgumentList :  (line 14)
                StringLiteral : "\n" (line 14)
        BlockItem :  (line 17)
          ExpressionStatement :  (line 17)
            FunctionCall :  (line 17)
              Identifier : printf (line 17)
              ArgumentList :  (line 17)
                StringLiteral : "\nTest 2: continue in for loop\n" (line 17)
        BlockItem :  (line 23)
          ForStatement :  (line 23)
            ForInitStatement :  (line 18)
              ExpressionStatement :  (line 18)
                AssignmentExpression : = (line 18)
                  Identifier : i (line 18)
                  Constant : 0 (line 18)
            ExpressionStatement :  (line 18)
              RelationalExpression : < (line 18)
                Identifier : i (line 18)
                Constant : 10 (line 18)
            AssignmentExpression : = (line 18)
              Identifier : i (line 18)
              AdditiveExpression : + (line 18)
                Identifier : i (line 18)
                Constant : 1 (line 18)
            CompoundStatement :  (line 23)
              BlockItemList :  (line 22)
                BlockItem :  (line 22)
                  IfStatement :  (line 22)
                    LogicalOrExpression : || (line 19)
                      EqualityExpression : == (line 19)
                        Identifier : i (line 19)
                        Constant : 3 (line 19)
                      EqualityExpression : == (line 19)
                        Identifier : i (line 19)
                        Constant : 7 (line 19)
                    CompoundStatement :  (line 21)
                      BlockItemList :  (line 20)
                        BlockItem :  (line 20)
                          ContinueStatement :  (line 20)
                BlockItem :  (line 22)
                  ExpressionStatement :  (line 22)
                    FunctionCall :  (line 22)
                      Identifier : printf (line 22)
                      ArgumentList :  (line 22)
                        StringLiteral : "%d " (line 22)
                        Identifier : i (line 22)
        BlockItem :  (line 24)
          ExpressionStatement :  (line 24)
            FunctionCall :  (line 24)
              Identifier : printf (line 24)
              ArgumentList :  (line 24)
                StringLiteral : "\n" (line 24)
        BlockItem :  (line 27)
          ExpressionStatement :  (line 27)
            FunctionCall :  (line 27)
              Identifier : printf (line 27)
              ArgumentList :  (line 27)
                StringLiteral : "\nTest 3: break in while loop\n" (line 27)
        BlockItem :  (line 28)
          ExpressionStatement :  (line 28)
            AssignmentExpression : = (line 28)
              Identifier : i (line 28)
              Constant : 0 (line 28)
        BlockItem :  (line 35)
          WhileStatement :  (line 35)
            RelationalExpression : < (line 29)
              Identifier : i (line 29)
              Constant : 10 (line 29)
            CompoundStatement :  (line 35)
              BlockItemList :  (line 33)
                BlockItem :  (line 33)
                  IfStatement :  (line 33)
