C/C++ Syntax Analyzer with AST
==============================

Token: #include <stdio.h>   Type: PREPROCESSOR   
Token: int                  Type: KEYWORD        
Token: Type1                Type: IDENTIFIER     
Token: ;                    Type: SEMICOLON      
Added typedef name: Type1
Token: typedef              Type: KEYWORD        
Token: int                  Type: KEYWORD        
Token: Type2                Type: IDENTIFIER     
Token: ;                    Type: SEMICOLON      
Added typedef name: Type2
Token: Type1                Type: TYPEDEF_NAME   
Token: a                    Type: IDENTIFIER     
Token: =                    Type: ASSIGN         
Token: 100                  Type: INTEGER_CONSTANT
Token: ;                    Type: SEMICOLON      
Token: Type2                Type: TYPEDEF_NAME   
Token: b                    Type: IDENTIFIER     
Token: =                    Type: ASSIGN         
Token: 200                  Type: INTEGER_CONSTANT
Token: ;                    Type: SEMICOLON      
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "\nTESTCASE 6: multiple typedef\n" Type: STRING_LITERAL 
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "a = %d, b = %d\n"   Type: STRING_LITERAL 
Token: ,                    Type: COMMA          
Token: a                    Type: IDENTIFIER     
Token: ,                    Type: COMMA          
Token: b                    Type: IDENTIFIER     
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: }                    Type: RBRACE         
Token: void                 Type: KEYWORD        
Token: testcase7            Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: )                    Type: RPAREN         
Token: {                    Type: LBRACE         
Token: typedef              Type: KEYWORD        
Token: int                  Type: KEYWORD        
Token: OuterInt             Type: IDENTIFIER     
Token: ;                    Type: SEMICOLON      
Added typedef name: OuterInt
Token: OuterInt             Type: TYPEDEF_NAME   
Token: x                    Type: IDENTIFIER     
Token: =                    Type: ASSIGN         
Token: 42                   Type: INTEGER_CONSTANT
Token: ;                    Type: SEMICOLON      
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "\nTESTCASE 7: typedef in nested scope\n" Type: STRING_LITERAL 
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "x = %d\n"           Type: STRING_LITERAL 
Token: ,                    Type: COMMA          
Token: x                    Type: IDENTIFIER     
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: if                   Type: KEYWORD        
Token: (                    Type: LPAREN         
Token: x                    Type: IDENTIFIER     
Token: >                    Type: RELATIONAL_OP  
Token: 0                    Type: INTEGER_CONSTANT
Token: )                    Type: RPAREN         
Token: {                    Type: LBRACE         
Token: typedef              Type: KEYWORD        
Token: int                  Type: KEYWORD        
Token: InnerInt             Type: IDENTIFIER     
Token: ;                    Type: SEMICOLON      
Added typedef name: InnerInt
Token: InnerInt             Type: TYPEDEF_NAME   
Token: y                    Type: IDENTIFIER     
Token: =                    Type: ASSIGN         
Token: 84                   Type: INTEGER_CONSTANT
Token: ;                    Type: SEMICOLON      
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "y = %d\n"           Type: STRING_LITERAL 
Token: ,                    Type: COMMA          
Token: y                    Type: IDENTIFIER     
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: }                    Type: RBRACE         
Token: }                    Type: RBRACE         
Token: void                 Type: KEYWORD        
Token: testcase8            Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: )                    Type: RPAREN         
Token: {                    Type: LBRACE         
Token: typedef              Type: KEYWORD        
Token: int                  Type: KEYWORD        
Token: UInt                 Type: IDENTIFIER     
Token: ;                    Type: SEMICOLON      
Added typedef name: UInt
Token: UInt                 Type: TYPEDEF_NAME   
Token: num                  Type: IDENTIFIER     
Token: =                    Type: ASSIGN         
Token: 65535                Type: INTEGER_CONSTANT
Token: ;                    Type: SEMICOLON      
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "\nTESTCASE 8: typedef for unsigned\n" Type: STRING_LITERAL 
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "num = %d\n"         Type: STRING_LITERAL 
Token: ,                    Type: COMMA          
Token: num                  Type: IDENTIFIER     
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: }                    Type: RBRACE         
Token: int                  Type: KEYWORD        
Token: main                 Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: )                    Type: RPAREN         
Token: {                    Type: LBRACE         
Token: testcase1            Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: testcase2            Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: testcase3            Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: testcase4            Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: testcase5            Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: testcase6            Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: testcase7            Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: testcase8            Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: printf               Type: IDENTIFIER     
Token: (                    Type: LPAREN         
Token: "\nAll typedef tests completed!\n" Type: STRING_LITERAL 
Token: )                    Type: RPAREN         
Token: ;                    Type: SEMICOLON      
Token: return               Type: KEYWORD        
Token: 0                    Type: INTEGER_CONSTANT
Token: ;                    Type: SEMICOLON      
Token: }                    Type: RBRACE         

=== PARSING SUCCESSFUL ===

=== SEMANTIC ANALYSIS ===
=== SEMANTIC ANALYSIS STARTED ===
Line 18: WARNING: Implicit type conversion in initialization: 'int' to 'INTEGER'
Line 18: WARNING: Implicit type conversion in initialization: 'int' to 'INTEGER'
Line 28: WARNING: Implicit type conversion in initialization: 'int*' to 'IntPtr'
Line 28: WARNING: Implicit type conversion in initialization: 'int*' to 'IntPtr'
Line 41: WARNING: Implicit type conversion in initialization: 'int**' to 'IntPtrPtr'
Line 41: WARNING: Implicit type conversion in initialization: 'int**' to 'IntPtrPtr'
Line 78: WARNING: Implicit type conversion in initialization: 'int' to 'Type1'
Line 78: WARNING: Implicit type conversion in initialization: 'int' to 'Type1'
Line 79: WARNING: Implicit type conversion in initialization: 'int' to 'Type2'
Line 79: WARNING: Implicit type conversion in initialization: 'int' to 'Type2'
Line 90: WARNING: Implicit type conversion in initialization: 'int' to 'OuterInt'
Line 90: WARNING: Implicit type conversion in initialization: 'int' to 'OuterInt'
Line 97: WARNING: Implicit type conversion in initialization: 'int' to 'InnerInt'
Line 97: WARNING: Implicit type conversion in initialization: 'int' to 'InnerInt'
Line 108: WARNING: Implicit type conversion in initialization: 'int' to 'UInt'
Line 108: WARNING: Implicit type conversion in initialization: 'int' to 'UInt'
=== SEMANTIC ANALYSIS COMPLETED ===
Found 0 semantic error(s)
Found 16 warning(s)

=== SYMBOL TABLE (ACTIVE SCOPES) ===
Scope 0:
  function 'main' : int (scope: 0, line: 129) [has_return]
 (scope: 0, line: 129) [has_return]
  struct 'Point' : struct (scope: 0, line: 10)
    member 'x' : int (scope: 0, line: 0)
 (scope: 0, line: 0)
    member 'y' : int (scope: 0, line: 0)
 (scope: 0, line: 0)
 (scope: 0, line: 10)
    Members:
    member 'x' : int (scope: 0, line: 0)
 (scope: 0, line: 0)
    member 'y' : int (scope: 0, line: 0)
 (scope: 0, line: 0)
  function 'testcase6' : void (scope: 0, line: 83)
 (scope: 0, line: 83)
  constant 'NULL' : void* (scope: 0, line: 0)
 (scope: 0, line: 0)
  typedef 'INTEGER' : int (scope: 0, line: 4)
 (scope: 0, line: 4)
  function 'testcase3' : void (scope: 0, line: 45)
 (scope: 0, line: 45)
  typedef 'IntPtr' : int* (scope: 0, line: 5)
 (scope: 0, line: 5)
  typedef 'PointType' : struct Point (scope: 0, line: 12)
 (scope: 0, line: 12)
  function 'testcase1' : void (scope: 0, line: 21)
 (scope: 0, line: 21)
  function 'testcase2' : void (scope: 0, line: 31)
 (scope: 0, line: 31)
  function 'testcase4' : void (scope: 0, line: 57)
 (scope: 0, line: 57)
  function 'testcase5' : void (scope: 0, line: 69)
 (scope: 0, line: 69)
  function 'testcase8' : void (scope: 0, line: 112)
 (scope: 0, line: 112)
  function 'testcase7' : void (scope: 0, line: 100)
 (scope: 0, line: 100)

 Semantic analysis passed with no errors.

=== CODE GENERATION ===

=== THREE ADDRESS CODE ===
testcase1:
    x = 50
    param "\nTESTCASE 1: typedef primitive\n"
    t0 = call printf, 1
    param "x = %d\n"
    param x
    t1 = call printf, 2
    return
testcase2:
    a[0] = 10
    t2 = &a
    p = t2
    param "\nTESTCASE 2: typedef pointer\n"
    t3 = call printf, 1
    param "*p = %d\n"
    t4 = *p
    param t4
    t5 = call printf, 2
    return
testcase3:
    x[0] = 99
    t6 = &x
    p[0] = t6
    t7 = &p
    pp = t7
    param "\nTESTCASE 3: typedef pointer-to-pointer\n"
    t8 = call printf, 1
    param "**pp = %d\n"
    t10 = *pp
    t9 = *t10
    param t9
    t11 = call printf, 2
    return
testcase4:
    t12 = &pt
    *t12 = 10
    t13 = &pt
    t14 = t13 + 4
    *t14 = 20
    param "\nTESTCASE 4: typedef struct\n"
    t15 = call printf, 1
    param "Point: (%d, %d)\n"
    t16 = &pt
    t17 = *t16
    param t17
    t18 = &pt
    t19 = t18 + 4
    t20 = *t19
    param t20
    t21 = call printf, 3
    return
testcase5:
    c = GREEN
    param "\nTESTCASE 5: typedef with enum\n"
    t22 = call printf, 1
    param "Enum value = %d\n"
    param c
    t23 = call printf, 2
    return
testcase6:
    a = 100
    b = 200
    param "\nTESTCASE 6: multiple typedef\n"
    t24 = call printf, 1
    param "a = %d, b = %d\n"
    param a
    param b
    t25 = call printf, 3
    return
testcase7:
    x = 42
    param "\nTESTCASE 7: typedef in nested scope\n"
    t26 = call printf, 1
    param "x = %d\n"
    param x
    t27 = call printf, 2
    t28 = x > 0
    ifFalse t28 goto L0
    y = 84
    param "y = %d\n"
    param y
    t29 = call printf, 2
L0:
    return
testcase8:
    num = 65535
    param "\nTESTCASE 8: typedef for unsigned\n"
    t30 = call printf, 1
    param "num = %d\n"
    param num
    t31 = call printf, 2
    return
main:
    call testcase1, 0
    call testcase2, 0
    call testcase3, 0
    call testcase4, 0
    call testcase5, 0
    call testcase6, 0
    call testcase7, 0
    call testcase8, 0
    param "\nAll typedef tests completed!\n"
    t32 = call printf, 1
    return 0

Total instructions: 104

=== ABSTRACT SYNTAX TREE ===
TranslationUnit :  (line 1)
  Preprocessor : #include <stdio.h> (line 1)
  Declaration :  (line 4)
    DeclarationSpecifiers :  (line 4)
      StorageClass : typedef (line 4)
      DeclarationSpecifiers :  (line 4)
        TypeSpecifier : int (line 4)
    InitDeclaratorList :  (line 4)
      InitDeclarator :  (line 4)
        DirectDeclarator : INTEGER (line 4)
  Declaration :  (line 5)
    DeclarationSpecifiers :  (line 5)
      StorageClass : typedef (line 5)
      DeclarationSpecifiers :  (line 5)
        TypeSpecifier : int (line 5)
    InitDeclaratorList :  (line 5)
      InitDeclarator :  (line 5)
        Declarator :  (line 5)
          Pointer :  (line 5)
          DirectDeclarator : IntPtr (line 5)
  Declaration :  (line 10)
    DeclarationSpecifiers :  (line 10)
      StructOrUnionSpecifier :  (line 10)
        StructOrUnion : struct (line 10)
        Identifier : Point (line 10)
        StructDeclarationList :  (line 8)
          StructDeclaration :  (line 8)
            TypeSpecifier : int (line 8)
            StructDeclaratorList :  (line 8)
              DirectDeclarator : x (line 8)
          StructDeclaration :  (line 9)
            TypeSpecifier : int (line 9)
            StructDeclaratorList :  (line 9)
              DirectDeclarator : y (line 9)
  Declaration :  (line 12)
    DeclarationSpecifiers :  (line 12)
      StorageClass : typedef (line 12)
      DeclarationSpecifiers :  (line 12)
        StructOrUnionSpecifier :  (line 12)
          StructOrUnion : struct (line 12)
          Identifier : Point (line 12)
    InitDeclaratorList :  (line 12)
      InitDeclarator :  (line 12)
        DirectDeclarator : PointType (line 12)
  FunctionDefinition :  (line 21)
    DeclarationSpecifiers :  (line 17)
      TypeSpecifier : void (line 17)
    FunctionDeclarator :  (line 17)
      DirectDeclarator : testcase1 (line 17)
    CompoundStatement :  (line 21)
      BlockItemList :  (line 18)
        BlockItem :  (line 18)
          Declaration :  (line 18)
            DeclarationSpecifiers :  (line 18)
              TypeSpecifier : INTEGER (line 18)
            InitDeclaratorList :  (line 18)
              InitDeclarator :  (line 18)
                DirectDeclarator : x (line 18)
                Initializer :  (line 18)
                  Constant : 50 (line 18)
        BlockItem :  (line 19)
          ExpressionStatement :  (line 19)
            FunctionCall :  (line 19)
              Identifier : printf (line 19)
              ArgumentList :  (line 19)
                StringLiteral : "\nTESTCASE 1: typedef primitive\n" (line 19)
        BlockItem :  (line 20)
          ExpressionStatement :  (line 20)
            FunctionCall :  (line 20)
              Identifier : printf (line 20)
              ArgumentList :  (line 20)
                StringLiteral : "x = %d\n" (line 20)
                Identifier : x (line 20)
  FunctionDefinition :  (line 31)
    DeclarationSpecifiers :  (line 26)
      TypeSpecifier : void (line 26)
    FunctionDeclarator :  (line 26)
      DirectDeclarator : testcase2 (line 26)
    CompoundStatement :  (line 31)
      BlockItemList :  (line 27)
        BlockItem :  (line 27)
          Declaration :  (line 27)
            DeclarationSpecifiers :  (line 27)
              TypeSpecifier : int (line 27)
            InitDeclaratorList :  (line 27)
              InitDeclarator :  (line 27)
                DirectDeclarator : a (line 27)
                Initializer :  (line 27)
                  Constant : 10 (line 27)
        BlockItem :  (line 28)
          Declaration :  (line 28)
            DeclarationSpecifiers :  (line 28)
              TypeSpecifier : IntPtr (line 28)
            InitDeclaratorList :  (line 28)
              InitDeclarator :  (line 28)
                DirectDeclarator : p (line 28)
                Initializer :  (line 28)
                  UnaryExpression : & (line 28)
                    Identifier : a (line 28)
        BlockItem :  (line 29)
          ExpressionStatement :  (line 29)
            FunctionCall :  (line 29)
              Identifier : printf (line 29)
              ArgumentList :  (line 29)
                StringLiteral : "\nTESTCASE 2: typedef pointer\n" (line 29)
        BlockItem :  (line 30)
          ExpressionStatement :  (line 30)
            FunctionCall :  (line 30)
              Identifier : printf (line 30)
              ArgumentList :  (line 30)
                StringLiteral : "*p = %d\n" (line 30)
                UnaryExpression : * (line 30)
                  Identifier : p (line 30)
  FunctionDefinition :  (line 45)
    DeclarationSpecifiers :  (line 36)
      TypeSpecifier : void (line 36)
    FunctionDeclarator :  (line 36)
      DirectDeclarator : testcase3 (line 36)
    CompoundStatement :  (line 45)
      BlockItemList :  (line 37)
        BlockItem :  (line 37)
          Declaration :  (line 37)
            DeclarationSpecifiers :  (line 37)
              StorageClass : typedef (line 37)
              DeclarationSpecifiers :  (line 37)
                TypeSpecifier : int (line 37)
            InitDeclaratorList :  (line 37)
              InitDeclarator :  (line 37)
                Declarator :  (line 37)
                  Pointer :  (line 37)
                    Pointer :  (line 37)
                  DirectDeclarator : IntPtrPtr (line 37)
        BlockItem :  (line 39)
          Declaration :  (line 39)
            DeclarationSpecifiers :  (line 39)
              TypeSpecifier : int (line 39)
            InitDeclaratorList :  (line 39)
              InitDeclarator :  (line 39)
                DirectDeclarator : x (line 39)
                Initializer :  (line 39)
                  Constant : 99 (line 39)
        BlockItem :  (line 40)
          Declaration :  (line 40)
            DeclarationSpecifiers :  (line 40)
              TypeSpecifier : int (line 40)
            InitDeclaratorList :  (line 40)
              InitDeclarator :  (line 40)
                Declarator :  (line 40)
                  Pointer :  (line 40)
                  DirectDeclarator : p (line 40)
                Initializer :  (line 40)
                  UnaryExpression : & (line 40)
                    Identifier : x (line 40)
        BlockItem :  (line 41)
          Declaration :  (line 41)
            DeclarationSpecifiers :  (line 41)
              TypeSpecifier : IntPtrPtr (line 41)
            InitDeclaratorList :  (line 41)
              InitDeclarator :  (line 41)
                DirectDeclarator : pp (line 41)
                Initializer :  (line 41)
                  UnaryExpression : & (line 41)
                    Identifier : p (line 41)
        BlockItem :  (line 43)
          ExpressionStatement :  (line 43)
            FunctionCall :  (line 43)
              Identifier : printf (line 43)
              ArgumentList :  (line 43)
                StringLiteral : "\nTESTCASE 3: typedef pointer-to-pointer\n" (line 43)
        BlockItem :  (line 44)
          ExpressionStatement :  (line 44)
            FunctionCall :  (line 44)
              Identifier : printf (line 44)
              ArgumentList :  (line 44)
                StringLiteral : "**pp = %d\n" (line 44)
                UnaryExpression : * (line 44)
                  UnaryExpression : * (line 44)
                    Identifier : pp (line 44)
  FunctionDefinition :  (line 57)
    DeclarationSpecifiers :  (line 50)
      TypeSpecifier : void (line 50)
    FunctionDeclarator :  (line 50)
      DirectDeclarator : testcase4 (line 50)
    CompoundStatement :  (line 57)
      BlockItemList :  (line 51)
        BlockItem :  (line 51)
          Declaration :  (line 51)
            DeclarationSpecifiers :  (line 51)
              TypeSpecifier : PointType (line 51)
            InitDeclaratorList :  (line 51)
              InitDeclarator :  (line 51)
                DirectDeclarator : pt (line 51)
        BlockItem :  (line 52)
          ExpressionStatement :  (line 52)
            AssignmentExpression : = (line 52)
              MemberAccess : . (line 52)
                Identifier : pt (line 52)
                Identifier : x (line 52)
              Constant : 10 (line 52)
        BlockItem :  (line 53)
          ExpressionStatement :  (line 53)
            AssignmentExpression : = (line 53)
              MemberAccess : . (line 53)
                Identifier : pt (line 53)
                Identifier : y (line 53)
              Constant : 20 (line 53)
        BlockItem :  (line 55)
          ExpressionStatement :  (line 55)
            FunctionCall :  (line 55)
              Identifier : printf (line 55)
              ArgumentList :  (line 55)
                StringLiteral : "\nTESTCASE 4: typedef struct\n" (line 55)
        BlockItem :  (line 56)
          ExpressionStatement :  (line 56)
            FunctionCall :  (line 56)
              Identifier : printf (line 56)
              ArgumentList :  (line 56)
                StringLiteral : "Point: (%d, %d)\n" (line 56)
                MemberAccess : . (line 56)
                  Identifier : pt (line 56)
                  Identifier : x (line 56)
                MemberAccess : . (line 56)
                  Identifier : pt (line 56)
                  Identifier : y (line 56)
  FunctionDefinition :  (line 69)
    DeclarationSpecifiers :  (line 62)
      TypeSpecifier : void (line 62)
    FunctionDeclarator :  (line 62)
      DirectDeclarator : testcase5 (line 62)
    CompoundStatement :  (line 69)
      BlockItemList :  (line 63)
        BlockItem :  (line 63)
          Declaration :  (line 63)
            DeclarationSpecifiers :  (line 63)
              StorageClass : typedef (line 63)
              DeclarationSpecifiers :  (line 63)
                EnumSpecifier :  (line 63)
                  EnumeratorList :  (line 63)
                    Enumerator : RED (line 63)
                    Enumerator : GREEN (line 63)
                    Enumerator : BLUE (line 63)
            InitDeclaratorList :  (line 63)
              InitDeclarator :  (line 63)
                DirectDeclarator : Color (line 63)
        BlockItem :  (line 65)
          Declaration :  (line 65)
            DeclarationSpecifiers :  (line 65)
              TypeSpecifier : Color (line 65)
            InitDeclaratorList :  (line 65)
              InitDeclarator :  (line 65)
                DirectDeclarator : c (line 65)
                Initializer :  (line 65)
                  Identifier : GREEN (line 65)
        BlockItem :  (line 67)
          ExpressionStatement :  (line 67)
            FunctionCall :  (line 67)
              Identifier : printf (line 67)
              ArgumentList :  (line 67)
                StringLiteral : "\nTESTCASE 5: typedef with enum\n" (line 67)
        BlockItem :  (line 68)
          ExpressionStatement :  (line 68)
            FunctionCall :  (line 68)
              Identifier : printf (line 68)
              ArgumentList :  (line 68)
